RECORDID,RECORDNAME,RECORDTYPEALIAS,DATESTRING,COMMENTS,DATESTATUS,ACTION,ACTIONNUMBER,PROJECTDECISION
2004.0606D,1874 Church St.,Discretionary Review - Public Initiated (DRP),10/14/2004,DCP:  BPA approved.,10/14/2004,Approved,,Approved
2004.0617C,1450 GRANT AV,Conditional Use Authorization (CUA),9/9/2004,CPC:  APPROVED W/CONDITIONS:  16857,9/9/2004,Approved,,Approved
2004.0618A,48 GOLD ST,Certificate of Appropriateness (COA),7/27/2004,DCP:  C of A signed by Director,7/27/2004,Approved,,Approved
2004.0633C,268 MCALLISTER ST,Conditional Use Authorization (CUA),9/22/2005,CPC:  APPROVED W/CONDITIONS:  17110,9/22/2005,Approved,,Approved
2004.0635D,3150 18th ST,Discretionary Review - Mandatory (DRM),9/23/2004,CPC:  DR; approved with Conditions,9/23/2004,Approved,,Approved
2004.0636C,325 FREMONT ST,Conditional Use Authorization (CUA),3/17/2005,CPC:  APPR/WC:  16935,3/17/2005,Approved,16935,Approved
2004.0638D,595 Dellbrook Ave.,Discretionary Review - Public Initiated (DRP),4/26/2006,DCP:  WITHDRAWN,4/26/2006,Withdawn,,Withdawn
2004.0640D,1272 42ND AV,Discretionary Review - Public Initiated (DRP),10/21/2004,CPC:  Did not take DR & approved Demo,10/21/2004,Approved,,Approved
2004.0640D_4,1272 42ND AV,Discretionary Review - Public Initiated (DRP),10/21/2004,CPC:  Did not take DR & approved Demo,10/21/2004,Approved,,Approved
2004.0645C,5825 MISSION ST,Conditional Use Authorization (CUA),9/9/2004,CPC:  Approved w/conditions:  16856,9/9/2004,Approved,,Approved
2004.0647C,2235 MISSION ST,Conditional Use Authorization (CUA),10/6/2005,CPC:  APPR/WC:  17116,10/6/2005,Approved,17116,Approved
2004.0648C,1025 TENNESSEE ST,Conditional Use Authorization (CUA),3/30/2009,CPC:  withdrawn,3/30/2009,Withdawn,,Withdawn
2004.0649C,603 BAKER ST,Conditional Use Authorization (CUA),12/2/2004,CPC:  Approved:  16893,12/2/2004,Approved,16893,Approved
2004.0651D,451 FAXON AV,Discretionary Review - Mandatory (DRM),3/3/2005,CPC:  Do not take DR & approved,3/3/2005,Approved,,Approved
2004.0656C,3579 FOLSOM ST,Conditional Use Authorization (CUA),2/3/2005,CPC:  DISAPPROVED:  16944,2/3/2005,Disapproved,16944,Disapproved
2004.0660C,55 FARALLONES ST,Conditional Use Authorization (CUA),11/29/2004,CPC:  Approved w/conditions:  16890,11/29/2004,Approved,,Approved
2004.0664C,201 02ND ST,Conditional Use Authorization (CUA),6/1/2006,CPC:  Approved with conditions:  17256,6/1/2006,Approved,,Approved
2004.0664X,201 02ND ST,Downtown Exception-309 (DNX),6/1/2006,CPC:  Approved with conditions:  17255,6/1/2006,Approved,,Approved
2004.0665D,1174-1178 FOLSOM STREET,Discretionary Review - Mandatory (DRM),12/13/2013,DCP:  Cancelled,12/13/2013,Cancelled,,Cancelled
2004.0665V,1174-1178 FOLSOM STREET,Variance (VAR),12/13/2013,DCP:  Cancelled,12/13/2013,Cancelled,,Cancelled
2004.0672C,2660 HARRISON ST,Conditional Use Authorization (CUA),11/3/2005,CPC:  Approved:  17139,11/3/2005,Approved,17139,Approved
2004.0672C,2660 HARRISON ST,Conditional Use Authorization (CUA),3/2/2006,DCP:  Cancelled,3/2/2006,Cancelled,,Cancelled
2004.0672V,2660 HARRISON ST,Variance (VAR),3/2/2006,DCP:  Cancelled,3/2/2006,Cancelled,,Cancelled
2004.0682D,5126 ANZA ST,Discretionary Review - Public Initiated (DRP),6/13/2005,CPC:  Disapproved,6/13/2005,Disapproved,,Disapproved
2004.0683D,2812 WASHINGTON ST,Discretionary Review - Mandatory (DRM),12/9/2004,CPC:  APPROVED - MERGER,12/9/2004,Approved,,Approved
2004.0745C,2420 SUTTER ST,Conditional Use Authorization (CUA),8/10/2006,CPC:  Approved:  17304,8/10/2006,Approved,17304,Approved
2004.0745C,2420 SUTTER ST,Conditional Use Authorization (CUA),8/10/2006,CPC:  APPR W/C AS AMENDED:  17304,8/10/2006,Approved,17304,Approved
2004.0746C,87 06TH ST,Conditional Use Authorization (CUA),1/19/2006,CPC:  APPR W/C:  17173,1/19/2006,Approved,17173,Approved
2004.0747A,601 TOWNSEND ST,Certificate of Appropriateness (COA),10/12/2004,DCP:  C of A signed by Director,10/12/2004,Approved,,Approved
2004.0749C,225 PIOCHE ST,Conditional Use Authorization (CUA),9/8/2004,DCP:  WITHDRAWN,9/8/2004,Withdawn,,Withdawn
2004.0750D,520 HOLLOWAY AV,Discretionary Review - Mandatory (DRM),8/10/2006,CPC:  NO DR & APPR,8/10/2006,Approved,,Approved
2004.0751C,Proposal to install 6 antennas on a commercial bank building (CANCELLED),Conditional Use Authorization (CUA),7/7/2006,DCP:  CANCELED,7/7/2006,Cancelled,,Cancelled
2004.0755D,261 26TH AV,Discretionary Review - Mandatory (DRM),10/7/2004,CPC:  DISAPPROVED,10/7/2004,Disapproved,,Disapproved
2004.0757D,707 HURON AV,Discretionary Review - Mandatory (DRM),10/14/2004,CPC:  BPA approved.,10/14/2004,Approved,,Approved
2004.0758D,1144 Plymouth Avenue,Discretionary Review - Public Initiated (DRP),10/18/2004,CPC:  Did not take DR & approved Project,10/18/2004,Approved,,Approved
2004.0758D_4,1144 Plymouth Avenue,Discretionary Review - Public Initiated (DRP),10/18/2004,CPC:  Did not take DR & approved Project,10/18/2004,Approved,,Approved
2004.0759D,1144 Plymouth Avenue,Discretionary Review - Mandatory (DRM),10/29/2004,CPC:  Approved,10/29/2004,Approved,,Approved
2004.0761D,971 CAPP ST,Discretionary Review - Mandatory (DRM),9/2/2004,CPC:  Approved,9/2/2004,Approved,,Approved
2004.0764C,1634 PINE ST,Conditional Use Authorization (CUA),10/12/2010,DCP:  Cancelled - project abandoned,10/12/2010,Cancelled,,Cancelled
2004.0765D,3616 Folsom Street,Discretionary Review - Mandatory (DRM),10/14/2004,CPC:  NO DR / APPROVE PERMIT AS PROPOSED,10/14/2004,Approved,,Approved
2004.0773C,55 Laguna Street,Conditional Use Authorization (CUA),1/17/2008,CPC:  Approved as Modified:  17537,1/17/2008,Approved,,Approved
2004.0774X,654 MISSION ST,Downtown Exception-309 (DNX),2/6/2006,"CPC:  Approved administratively, no heari",2/6/2006,Approved,,Approved
2004.0775D,551 SANCHEZ ST,Discretionary Review - Public Initiated (DRP),8/26/2004,DCP:  WITHDRAWN,8/26/2004,Withdawn,,Withdawn
2004.0777C,461 02ND ST,Conditional Use Authorization (CUA),5/8/2007,DCP:  Cancelled,5/8/2007,Cancelled,,Cancelled
2004.0782D,163 COLLINGWOOD ST,Discretionary Review - Public Initiated (DRP),11/3/2005,CPC:  Do not take DR & approved w/Modific,11/3/2005,Approved,,Approved
2004.0783D,163 COLLINGWOOD ST,Discretionary Review - Public Initiated (DRP),11/3/2005,CPC:  Do not take DR & approved w/Modific,11/3/2005,Approved,,Approved
2004.0784D,1675 48TH AVENUE,Discretionary Review - Mandatory (DRM),4/4/2013,DCP:  Withdrawn,4/4/2013,Withdawn,,Withdawn
2004.0784P,1675 48TH AVENUE,Costal Zone Permit (CTZ),4/4/2013,DCP:  Withdrawn,4/4/2013,Withdawn,,Withdawn
2004.0791A,1 JONES ST,Certificate of Appropriateness (COA),9/1/2004,DCP:  C of A signed by Director,9/1/2004,Approved,,Approved
2004.0792D,26 JOICE ST,Discretionary Review - Public Initiated (DRP),9/9/2004,CPC:  BPA approved.,9/9/2004,Approved,,Approved
2004.0797C,1728 HAIGHT ST,Conditional Use Authorization (CUA),10/28/2004,CPC:  Approved:  16874,10/28/2004,Approved,16874,Approved
2004.0798D,2070 - 30th Avenue,Discretionary Review - Mandatory (DRM),6/23/2005,CPC:  No DR & approved w/Modifications,6/23/2005,Approved,,Approved
2004.0802D,675 ARKANSAS ST,Discretionary Review - Mandatory (DRM),10/21/2004,"CPC:  No DR, Approve Project",10/21/2004,Approved,,Approved
2004.0803V,41 TEHAMA ST,Variance (VAR),3/5/2013,DCP:  Withdrawn:  N/A,3/5/2013,Withdawn,N/A,Withdawn
2004.0803X,41 TEHAMA ST,Downtown Exception-309 (DNX),3/4/2013,DCP:  Withdrawn:  N/A,3/4/2013,Withdawn,N/A,Withdawn
2004.0810D,1070 SANCHEZ ST,Discretionary Review - Mandatory (DRM),10/20/2005,CPC:  Do not take DR & approved,10/20/2005,Approved,,Approved
2004.0811D,1070 SANCHEZ ST,Discretionary Review - Mandatory (DRM),10/20/2005,CPC:  Do not take DR & approved,10/20/2005,Approved,,Approved
2004.0825A,1000 GREAT HY,Certificate of Appropriateness (COA),9/8/2004,DCP:  C of A signed by Director,9/8/2004,Approved,,Approved
2004.0827A,239 Greenwich Street,Certificate of Appropriateness (COA),1/18/2005,DCP:  C of A signed by Interim Director,1/18/2005,Approved,,Approved
2004.0831C,532 GREEN ST,Conditional Use Authorization (CUA),11/26/2004,CPC:  Approved with Conditions:  16891,11/26/2004,Approved,,Approved
2004.0837D,2405 OCTAVIA ST,Discretionary Review - Mandatory (DRM),12/2/2004,CPC:  NO DR - APPROVED D.U. MERGER,12/2/2004,Approved,,Approved
2004.0841C,590 CASTRO ST,Conditional Use Authorization (CUA),10/18/2004,DCP:  WITHDRAWN,10/18/2004,Withdawn,,Withdawn
2004.0849C,1750 FULTON ST,Conditional Use Authorization (CUA),2/3/2005,CPC:  APPROVED WITH CONDITIONS:  16945,2/3/2005,Approved,,Approved
2004.0852C,1 Hawthorne Street,Conditional Use Authorization (CUA),3/23/2006,CPC:  APPR W/C:  17215,3/23/2006,Approved,17215,Approved
2004.0852X,1 Hawthorne Street,Downtown Exception-309 (DNX),3/23/2006,CPC:  APPR W/C:  17214,3/23/2006,Approved,17214,Approved
2004.0853C,2245 UNION ST,Conditional Use Authorization (CUA),3/3/2005,CPC:  APPROVED WITH CONDITIONS:  16956,3/3/2005,Approved,,Approved
2004.0853C,2245 UNION ST,Conditional Use Authorization (CUA),3/3/2005,CPC:  Approved:  16956,3/3/2005,Approved,16956,Approved
2004.0858C,766 VALLEJO ST,Conditional Use Authorization (CUA),11/10/2005,CPC:  Approved with conditions:  17140,11/10/2005,Approved,,Approved
2004.0862D,2847 WASHINGTON ST,Discretionary Review - Mandatory (DRM),2/17/2005,CPC:  Approved Dwelling Unit Merger,2/17/2005,Approved,,Approved
2004.0874D,332 VALLEY ST,Discretionary Review - Mandatory (DRM),6/9/2005,CPC:  Approved,6/9/2005,Approved,,Approved
2004.0875D,141 PARNASSUS AV,Discretionary Review - Mandatory (DRM),1/27/2005,CPC:  Disapproved,1/27/2005,Disapproved,,Disapproved
2004.0876C,2000 VAN NESS AV,Conditional Use Authorization (CUA),10/20/2005,CPC:  Approved:  17126,10/20/2005,Approved,17126,Approved
2004.0877A,818 STEINER ST,Certificate of Appropriateness (COA),4/2/2005,DCP:  C of A signed by Director,4/2/2005,Approved,,Approved
2004.0884D,1517 IRVING ST,Discretionary Review - Mandatory (DRM),2/24/2005,CPC:  APPROVED DEMO,2/24/2005,Approved,,Approved
2004.0885D,1517 IRVING ST,Discretionary Review - Public Initiated (DRP),2/24/2005,CPC:  NEW CONSTN. APPROVED W/ CONDS.,2/24/2005,Approved,,Approved
2004.0886D,3463 SACRAMENTO ST,Discretionary Review - Mandatory (DRM),5/5/2005,CPC:  APPROVED - DID NOT TAKE DR,5/5/2005,Approved,,Approved
2004.0888C,1048 FOLSOM ST,Conditional Use Authorization (CUA),11/9/2006,DCP:  Canceled,11/9/2006,Cancelled,,Cancelled
2004.0890C,1868 VAN NESS AV,Conditional Use Authorization (CUA),6/7/2007,CPC:  APPR W/C:  17439,6/7/2007,Approved,17439,Approved
2004.0891C,899 VALENCIA ST,Conditional Use Authorization (CUA),5/26/2011,CPC:  APPR/WC:  18371,5/26/2011,Approved,18371,Approved
2004.0892C,1844 MARKET ST,Conditional Use Authorization (CUA),5/11/2006,CPC:  APPR W/C:  17245,5/11/2006,Approved,17245,Approved
2004.0894C,1399 43RD AV,Conditional Use Authorization (CUA),12/11/2008,DCP:  Cancelled,12/11/2008,Cancelled,,Cancelled
2004.0895C,4 CRAUT STREET/55 TRUMBULL STREET,Conditional Use Authorization (CUA),10/20/2005,CPC:  Approved w/conditions:  17125,10/20/2005,Approved,,Approved
2004.0897C,1315 07TH AV,Conditional Use Authorization (CUA),4/27/2006,CPC:  APPR W/C:  17236,4/27/2006,Approved,17236,Approved
2004.0898D,62 GLADSTONE DR,Discretionary Review - Public Initiated (DRP),11/3/2005,CPC:  NO DR & approved,11/3/2005,Approved,,Approved
2004.0899D,1131 RIVERA ST,Discretionary Review - Public Initiated (DRP),12/2/2004,CPC:  Do not take DR & approved,12/2/2004,Approved,,Approved
2004.0900D,2717 BAKER ST,Discretionary Review - Mandatory (DRM),11/28/2005,DCP:  WITHDRAWN,11/28/2005,Withdawn,,Withdawn
2004.0901D,2745 WEBSTER ST,Discretionary Review - Mandatory (DRM),5/12/2005,CPC:  APPROVED - DID NOT TAKE DR,5/12/2005,Approved,,Approved
2004.0904D,364 WINDING WY,Discretionary Review - Mandatory (DRM),2/24/2005,CPC:  Took DR & approved with Modif.,2/24/2005,Approved,,Approved
2004.0905C,3011 STEINER ST,Conditional Use Authorization (CUA),3/24/2005,CPC:  Disapproved activity area.,3/24/2005,Disapproved,,Disapproved
2004.0905C,3011 STEINER ST,Conditional Use Authorization (CUA),3/24/2005,CPC:  Approved:  16967,3/24/2005,Approved,16967,Approved
2004.0906C,981 WASHINGTON ST,Conditional Use Authorization (CUA),1/20/2005,CPC:  APPROVED W/CONDITIONS:  16932,1/20/2005,Approved,,Approved
2004.0907A,48 GOLD ST,Certificate of Appropriateness (COA),12/1/2004,DCP:  C of A signed by Interim Director,12/1/2004,Approved,,Approved
2004.0911A,598 02ND ST,Certificate of Appropriateness (COA),10/12/2004,DCP:  C of A signed by Director,10/12/2004,Approved,,Approved
2004.0914C,793 SOUTH VAN NESS AV,Conditional Use Authorization (CUA),2/14/2008,CPC:  APPR/WC:  17554,2/14/2008,Approved,17554,Approved
2004.0915C,1598 Dolores Street,Conditional Use Authorization (CUA),3/1/2005,CPC:  DISAPPROVED :  16948,3/1/2005,Disapproved,16948,Disapproved
2004.0920X,973 MARKET ST,Downtown Exception-309 (DNX),9/15/2005,CPC:  Approved with Conditions:  17100,9/15/2005,Approved,,Approved
2004.0923D,785 SAN BRUNO AV,Discretionary Review - Mandatory (DRM),11/29/2004,CPC:  No DR; BPA approved.,11/29/2004,Approved,,Approved
2004.0924A,843-847 Montgomery Street,Certificate of Appropriateness (COA),8/26/2005,DCP:  C of A signed by the Director,8/26/2005,Approved,,Approved
2004.0925C,401 COLUMBUS AV,Conditional Use Authorization (CUA),12/9/2004,CPC:  APPROVED W/CONDITIONS:  16916,12/9/2004,Approved,,Approved
2004.0927D,1514 21ST AV,Discretionary Review - Mandatory (DRM),3/15/2005,DCP:  WITHDRAWN,3/15/2005,Withdawn,,Withdawn
2004.0928D,15 Castenada Avenue,Discretionary Review - Mandatory (DRM),9/22/2005,DCP:  WITHDRAWN,9/22/2005,Withdawn,,Withdawn
2004.0930A,90 Cedro Avenue,Certificate of Appropriateness (COA),12/7/2004,DCP:  C of A signed by Interim Director,12/7/2004,Approved,,Approved
2004.0932D,470 JOOST AV,Discretionary Review - Public Initiated (DRP),9/24/2004,DCP:  WITHDRAWN,9/24/2004,Withdawn,,Withdawn
2004.0935D,371 MISSOURI ST,Discretionary Review - Mandatory (DRM),2/17/2005,CPC:  APPR/WITH MODIFICATIONS,2/17/2005,Approved,,Approved
2004.0940C,1728 HAIGHT ST,Conditional Use Authorization (CUA),1/20/2005,CPC:  Approved:  16933,1/20/2005,Approved,16933,Approved
2004.0942D,2 FARRAGUT AV,Discretionary Review - Public Initiated (DRP),3/17/2005,DCP:  WITHDRAWN,3/17/2005,Withdawn,,Withdawn
2004.0944C,1489 VALENCIA ST,Conditional Use Authorization (CUA),3/13/2007,DCP:  CANCELED,3/13/2007,Cancelled,,Cancelled
2004.0945C,695 BRYANT ST,Conditional Use Authorization (CUA),4/14/2005,CPC:  APPR/WC:  16983,4/14/2005,Approved,16983,Approved
2004.0946C,1717 17TH ST,Conditional Use Authorization (CUA),7/15/2010,CPC:  APPR/WC:  18144,7/15/2010,Approved,18144,Approved
2004.0950D,2035 15TH AV,Discretionary Review - Mandatory (DRM),3/17/2005,DCP:  WITHDRAWN,3/17/2005,Withdawn,,Withdawn
2004.0952C,2141 CHESTNUT ST,Conditional Use Authorization (CUA),1/27/2005,CPC:  Approved:  16937,1/27/2005,Approved,16937,Approved
2004.0953X,74 NEW MONTGOMERY ST,Downtown Exception-309 (DNX),5/5/2005,CPC:  Approved with conditions as Modifie:  17003,5/5/2005,Approved,,Approved
2004.0956D,2258 JACKSON ST,Discretionary Review - Mandatory (DRM),3/24/2005,CPC:  APPROVED DUM FROM 3 TO 2 UNITS,3/24/2005,Approved,,Approved
2004.0957D,3876 19TH ST,Discretionary Review - Mandatory (DRM),11/18/2004,CPC:  NO DR & APPROVED,11/18/2004,Approved,,Approved
2004.0962C,50 Thomas More Way,Conditional Use Authorization (CUA),10/28/2004,CPC:  Approved w/conditions:  16876,10/28/2004,Approved,,Approved
2004.0973C,229 32ND AVENUE,Conditional Use Authorization (CUA),6/1/2006,CPC:  APPR W/C:  17252,6/1/2006,Approved,17252,Approved
2004.0973C,229 32ND AVENUE,Conditional Use Authorization (CUA),6/1/2006,CPC:  Approved:  17252,6/1/2006,Approved,17252,Approved
2004.0975C,723 TAYLOR ST,Conditional Use Authorization (CUA),5/4/2006,CPC:  APPR W/C:  17240,5/4/2006,Approved,17240,Approved
2004.0976C,376 CASTRO STREET,Conditional Use Authorization (CUA),8/2/2012,CPC:  Approved w/conditions:  18680,8/2/2012,Approved,,Approved
2004.0980C,642 HARRISON ST,Conditional Use Authorization (CUA),11/17/2005,CPC:  APPR/WC:  17142,11/17/2005,Approved,17142,Approved
2004.0984C,AT&T Mobiilty Macro WTS Facility (6 rooftop mounted panel antennas),Conditional Use Authorization (CUA),11/17/2005,CPC:  APPROVED WITH CONDITIONS:  17146,11/17/2005,Approved,,Approved
2004.1001C,500 COLUMBUS AV,Conditional Use Authorization (CUA),7/13/2005,DCP:  WITHDRAWN,7/13/2005,Withdawn,,Withdawn
2004.1004C,1150 16TH STREET,Conditional Use Authorization (CUA),4/12/2012,CPC:  Approved w/conditions:  18579,4/12/2012,Approved,,Approved
2004.1010D,545 02ND ST,Discretionary Review - Public Initiated (DRP),11/18/2004,DCP:  NO DR / PERMIT REFERRALS APPROVED,11/18/2004,Approved,,Approved
2004.1019C,2816 San Bruno,Conditional Use Authorization (CUA),1/27/2005,DCP:  approved with conditions:  16938,1/27/2005,Approved,,Approved
2004.1019C,2816 San Bruno,Conditional Use Authorization (CUA),1/27/2005,CPC:  Approved:  16938,1/27/2005,Approved,16938,Approved
2004.1029C,41 WEST PORTAL AV,Conditional Use Authorization (CUA),12/2/2004,CPC:  Approved w/conditions:  16894,12/2/2004,Approved,,Approved
2004.1031C,601 CRESCENT WAY,Conditional Use Authorization (CUA),3/1/2007,CPC:  Approved:  17386,3/1/2007,Approved,17386,Approved
2004.1031C,601 CRESCENT WAY,Conditional Use Authorization (CUA),3/1/2007,CPC:  APPR W/C:  17386,3/1/2007,Approved,17386,Approved
2004.1032D,2424 BAYSHORE BOULEVARD,Discretionary Review - Mandatory (DRM),11/29/2004,CPC:  BPA approved with modifications.,11/29/2004,Approved,,Approved
2004.1032D_11,2424 BAYSHORE BOULEVARD,Discretionary Review - Public Initiated (DRP),11/29/2004,CPC:  BPA approved with modifications.,11/29/2004,Approved,,Approved
2004.1032D_3,2424 BAYSHORE BOULEVARD,Discretionary Review - Mandatory (DRM),11/29/2004,CPC:  BPA approved with modifications.,11/29/2004,Approved,,Approved
2004.1032D_5,2424 BAYSHORE BOULEVARD,Discretionary Review - Mandatory (DRM),11/29/2004,CPC:  BPA approved with modifications.,11/29/2004,Approved,,Approved
2004.1032D_7,2424 BAYSHORE BOULEVARD,Discretionary Review - Public Initiated (DRP),11/29/2004,CPC:  BPA approved with modifications.,11/29/2004,Approved,,Approved
2004.1032D_9,2424 BAYSHORE BOULEVARD,Discretionary Review - Public Initiated (DRP),11/29/2004,CPC:  BPA approved with modifications.,11/29/2004,Approved,,Approved
2004.1041D,652 LAKEVIEW AV,Discretionary Review - Public Initiated (DRP),5/20/2008,DCP:  WITHDRAWN,5/20/2008,Withdawn,,Withdawn
2004.1041D_4,652 LAKEVIEW AV,Discretionary Review - Public Initiated (DRP),5/20/2008,DCP:  WITHDRAWN,5/20/2008,Withdawn,,Withdawn
2004.1045D,363-365 GREEN ST,Discretionary Review - Mandatory (DRM),1/13/2005,CPC:  No DR-approve permit,1/13/2005,Approved,,Approved
2004.1047C,72 ELLIS ST,Conditional Use Authorization (CUA),12/9/2004,CPC:  Approved with Conditions:  16920,12/9/2004,Approved,,Approved
2004.1047X,72 ELLIS ST,Downtown Exception-309 (DNX),12/9/2004,CPC:  Approved with Conditions:  16919,12/9/2004,Approved,,Approved
2004.1049C,390 MAIN ST,Conditional Use Authorization (CUA),5/5/2005,CPC:  APPR/WC:  16998,5/5/2005,Approved,16998,Approved
2004.1050D,190 PARK ST,Discretionary Review - Mandatory (DRM),3/17/2005,CPC:  APPROVED,3/17/2005,Approved,,Approved
2004.1052C,4811 Mission Street,Conditional Use Authorization (CUA),1/24/2008,DCP:  WITHDRAWN,1/24/2008,Withdawn,,Withdawn
2004.1054D,836 ALVARADO ST,Discretionary Review - Mandatory (DRM),7/4/2005,DCP:  WITHDRAWN,7/4/2005,Withdawn,,Withdawn
2004.1057D,1177 CALIFORNIA ST,Discretionary Review - Mandatory (DRM),3/17/2005,"CPC:  take DR, appr. w/ cond. +5-1",3/17/2005,Approved,,Approved
2004.1061A,2160 GREEN ST,Certificate of Appropriateness (COA),5/16/2005,DCP:  C of A signed by Director,5/16/2005,Approved,,Approved
2004.1064D,3011 20TH ST,Discretionary Review - Mandatory (DRM),7/21/2005,"CPC:  Do not take DR, approved Demo",7/21/2005,Approved,,Approved
2004.1067C,33 MOSS ST,Conditional Use Authorization (CUA),6/2/2005,CPC:  APPR/WC:  17030,6/2/2005,Approved,17030,Approved
2004.1069C,1815 TARAVAL ST,Conditional Use Authorization (CUA),12/8/2005,CPC:  Approved w/conditions:  17155,12/8/2005,Approved,,Approved
2004.1077D,980 GREEN ST,Discretionary Review - Public Initiated (DRP),10/7/2004,CPC:  WITHDRAWN,10/7/2004,Withdawn,,Withdawn
2004.1087D,570 41ST AVENUE,Discretionary Review - Mandatory (DRM),10/6/2005,CPC:  APPROVED - NO DR,10/6/2005,Approved,,Approved
