RecordID,REVIEW_TYPE,closedate
2018-008674ENV,Categorical Exemption-Stamp,8/14/2018
2018-004282ENV,Categorical Exemption-Determination of Historic Resource,9/21/2018
2018-008495ENV,Public Project Exemption,7/9/2019
2018-008592ENV,Categorical Exemption-Stamp,7/17/2018
2018-008597ENV,Categorical Exemption-Stamp,7/17/2018
2018-008323ENV,Categorical Exemption-Determination of Historic Resource,10/11/2018
2018-008586ENV,Categorical Exemption-Stamp,7/17/2018
2018-006287ENV,Public Project Exemption,7/5/2018
2018-008830ENV,Statutory Exemption,10/24/2019
2018-005321ENV,Categorical Exemption-Determination of Historic Resource,10/11/2018
2018-008987ENV,Public Project Exemption,6/25/2018
2018-005771ENV,Categorical Exemption-Determination of Historic Resource Impact,2/4/2019
2017-009510ENV,Categorical Exemption-Stamp,12/14/2018
2018-009149ENV,Categorical Exemption-Determination of Historic Resource,9/5/2018
2018-009389ENV,Public Project Exemption,7/9/2018
2018-006615ENV,Categorical Exemption-Stamp,8/14/2018
2018-009380ENV,Categorical Exemption-Determination of Historic Resource Impact,2/4/2019
2018-009426ENV,Categorical Exemption-Stamp,10/28/2019
2018-009480ENV,Public Project Exemption,9/27/2018
2018-014568ENV,Public Project Exemption,11/7/2018
2018-009598ENV,Categorical Exemption-Determination of Historic Resource,9/5/2018
2018-009619ENV,Categorical Exemption-Determination of Historic Resource,3/28/2019
2007.0206ENV-04,EIR Addendum,2/12/2020
2017-015590ENV,Categorical Exemption-Stamp,2/7/2019
2018-005768ENV,Categorical Exemption-Stamp,10/24/2018
2018-009984ENV,Public Project Exemption,10/4/2018
2018-010928ENV,Public Project Exemption,9/10/2018
2018-010203ENV,Public Project Exemption,7/23/2018
2018-010062ENV,Categorical Exemption-Determination of Historic Resource Impact,12/19/2018
2017-014417ENV,Categorical Exemption-Determination of Historic Resource Impact,1/10/2020
2018-007462ENV,Categorical Exemption-Determination of Historic Resource Impact,9/25/2019
2018-010178ENV,Categorical Exemption-Determination of Historic Resource Impact,11/6/2018
2018-010921ENV,Public Project Exemption,8/28/2018
2018-010581ENV,Categorical Exemption-Determination of Historic Resource,3/21/2019
2018-010465ENV,Categorical Exemption-Determination of Historic Resource,11/9/2018
2018-010781ENV,Categorical Exemption-Determination of Historic Resource,10/4/2018
2017-015115ENV,Categorical Exemption-Stamp,12/14/2018
2018-010844ENV,Categorical Exemption-Determination of Historic Resource,1/31/2019
2018-010960ENV,Categorical Exemption-Determination of Historic Resource,3/15/2019
2018-003692ENV,Categorical Exemption-Determination of Historic Resource,11/20/2018
2018-007498ENV,Categorical Exemption-Determination of Historic Resource,12/4/2018
2018-010337ENV,Categorical Exemption-Determination of Historic Resource,2/7/2019
2018-011045ENV,Public Project Exemption,9/7/2018
2018-011062ENV,Categorical Exemption-Determination of Historic Resource,12/14/2018
2018-011065ENV,Categorical Exemption-Determination of Historic Resource,3/6/2020
2018-011430ENV,Categorical Exemption-Determination of Historic Resource,2/2/2021
2004.0482ENV-02,Negative Declaration Addendum,6/25/2019
2018-010889ENV,Initial Study-Negative Declaration,1/24/2019
2018-011322ENV,Public Project Exemption,8/28/2018
2018-000739ENV,Categorical Exemption-Stamp,2/28/2019
2018-012198ENV,Public Project Exemption,9/25/2018
2018-011910ENV,Public Project Exemption,9/20/2018
2018-011585ENV,Public Project Exemption,8/28/2018
2017-009966ENV,Categorical Exemption-Determination of Historic Resource,11/13/2018
2018-008863ENV,Categorical Exemption-Determination of Historic Resource,12/14/2018
2018-011033ENV,Categorical Exemption-Stamp,9/21/2018
2017-012333ENV,Categorical Exemption-Stamp,11/15/2018
2018-003577ENV,Categorical Exemption-Stamp,2/14/2019
2018-011718ENV,Categorical Exemption-Determination of Historic Resource Impact,3/28/2019
2018-011734ENV,Categorical Exemption-Determination of Historic Resource,12/5/2018
2018-011904ENV,Categorical Exemption-Determination of Historic Resource,6/12/2019
2018-007012ENV,Categorical Exemption-Determination of Historic Resource,1/24/2019
2018-007364ENV,Categorical Exemption-Determination of Historic Resource,11/20/2018
2018-011928ENV,Categorical Exemption-Determination of Historic Resource,12/4/2018
2018-011958ENV,Categorical Exemption-Determination of Historic Resource,11/20/2018
2018-011991ENV,Categorical Exemption-Stamp,2/28/2020
2018-012070ENV,Categorical Exemption-Determination of Historic Resource,12/5/2018
2018-013500ENV,Public Project Exemption,10/28/2019
2018-012363ENV,Public Project Exemption,9/11/2018
2018-013044ENV,Categorical Exemption-Stamp,12/31/2018
2018-012427ENV,Categorical Exemption-Stamp,11/14/2018
2018-013597ENV,Categorical Exemption-Determination of Historic Resource Impact,3/9/2022
2018-012642ENV,Categorical Exemption-Determination of Historic Resource Impact,11/25/2019
2018-014238ENV,Categorical Exemption-Stamp,11/8/2018
1996.281E_13,EIR Addendum,10/1/2018
2017-016116ENV,Categorical Exemption-Determination of Historic Resource,10/24/2018
2018-013202ENV,Public Project Exemption,9/26/2018
2018-012820ENV,Categorical Exemption-Determination of Historic Resource,9/10/2019
2018-003610ENV,Categorical Exemption-Determination of Historic Resource,12/7/2018
2018-013133ENV,Categorical Exemption-Determination of Historic Resource,12/14/2018
2018-011031ENV,Categorical Exemption-Determination of Historic Resource,11/20/2018
2018-013031ENV,Categorical Exemption-Stamp,4/25/2019
2018-013209ENV,Public Project Exemption,9/26/2018
2018-013189ENV,Public Project Exemption,9/26/2018
2018-013098ENV,Categorical Exemption-Determination of Historic Resource Impact,7/28/2020
2018-013149ENV,Categorical Exemption-Stamp,11/9/2018
2018-013234ENV,Categorical Exemption-Determination of Historic Resource,3/15/2019
2018-013319ENV,Categorical Exemption-Determination of Historic Resource,4/25/2019
2018-013320ENV,Categorical Exemption-Determination of Historic Resource,12/28/2018
2018-013346ENV,Public Project Exemption,9/28/2018
2018-013139ENV,Categorical Exemption-Determination of Historic Resource,5/15/2019
2018-014251ENV,Public Project Exemption,10/30/2018
2017-015466ENV,Categorical Exemption-Stamp,6/14/2019
2018-013688ENV,Public Project Exemption,10/9/2018
2018-013950ENV,Public Project Exemption,10/10/2018
2018-013426ENV,Categorical Exemption-Stamp,6/25/2019
2018-013621ENV,Categorical Exemption-Stamp,4/25/2019
2018-013898ENV,Public Project Exemption,10/11/2018
2018-014960ENV,Public Project Exemption,11/13/2018
2018-013939ENV,Statutory Exemption,10/24/2019
2018-003085ENV,Categorical Exemption-Determination of Historic Resource,7/18/2019
2018-013879ENV,Categorical Exemption-Determination of Historic Resource,9/10/2019
2018-014036ENV,Categorical Exemption-Determination of Historic Resource,2/4/2019
2018-014196ENV,Categorical Exemption-Determination of Historic Resource,3/25/2019
2018-014560ENV,Public Project Exemption,11/7/2018
2018-014357ENV,EIR Addendum,11/20/2020
2018-014505ENV,Public Project Exemption,10/24/2018
2018-014516ENV,Public Project Exemption,7/9/2019
2018-010274ENV,Categorical Exemption-Determination of Historic Resource,12/5/2018
2018-014863ENV,Public Project Exemption,11/7/2018
2018-014668ENV,Categorical Exemption-Determination of Historic Resource,4/3/2019
2018-014774ENV,Categorical Exemption-Class 32,9/26/2019
2018-014795ENV,Community Plan-Determination,6/9/2020
2018-015168ENV,Categorical Exemption-Stamp,5/14/2019
2018-015228ENV,Categorical Exemption-Determination of Historic Resource,12/18/2018
2018-015266ENV,Public Project Exemption,11/27/2018
2018-015271ENV,Categorical Exemption-Stamp,8/26/2019
2018-016137ENV,Categorical Exemption-Stamp,2/28/2019
2016-008515ENV,Initial Study-Negative Declaration,11/24/2021
2018-015711ENV,Categorical Exemption-Determination of Historic Resource,7/18/2019
2018-015796ENV,Statutory Exemption,12/20/2018
2018-015909ENV,Public Project Exemption,11/20/2018
2018-015932ENV,Categorical Exemption-Stamp,4/3/2019
2018-016010ENV,Categorical Exemption-Determination of Historic Resource,12/17/2018
2018-016051ENV,Statutory Exemption,11/29/2018
2018-016992ENV,Categorical Exemption-Determination of Historic Resource,3/4/2019
2018-016367ENV,Statutory Exemption,10/28/2019
2018-016597ENV,Statutory Exemption,12/20/2018
2018-016683ENV,Categorical Exemption-Determination of Historic Resource,12/13/2019
2018-016721ENV,Categorical Exemption-Class 32,3/4/2021
2018-016825ENV,Categorical Exemption-Determination of Historic Resource,4/29/2019
2019-000606ENV,Categorical Exemption-Certificate,10/31/2019
2017-011142ENV,Categorical Exemption-Determination of Historic Resource,2/13/2019
2018-016897ENV,Public Project Exemption,11/21/2019
2018-017067ENV,Public Project Exemption,12/19/2018
2018-017249ENV,Public Project Exemption,1/17/2019
2019-000895ENV,Categorical Exemption-Determination of Historic Resource Impact,7/3/2019
2018-017058ENV,Categorical Exemption-Determination of Historic Resource,10/24/2019
2018-017113ENV,Public Project Exemption,10/28/2019
2018-017173ENV,Categorical Exemption-Determination of Historic Resource,10/28/2019
2018-007380ENV,Categorical Exemption-Class 32,10/25/2021
2018-017185ENV,Categorical Exemption-Determination of Historic Resource,3/25/2019
2018-008259ENV,Categorical Exemption-Class 32,12/7/2020
2019-000390ENV,Public Project Exemption,1/7/2019
2019-000392ENV,Public Project Exemption,1/7/2019
2018-008661ENV,Community Plan-Determination,7/13/2020
2018-015340ENV,Categorical Exemption-Determination of Historic Resource,5/3/2019
2018-014740ENV,Categorical Exemption-Stamp,6/14/2019
2019-000691ENV,Public Project Exemption,1/14/2019
2019-000603ENV,Categorical Exemption-Determination of Historic Resource,3/21/2019
2019-000687ENV,Public Project Exemption,1/17/2019
2019-000494ENV,Community Plan-Determination,12/22/2020
2019-001246ENV,Public Project Exemption,1/25/2019
2019-001013ENV,Categorical Exemption-Class 32,6/18/2019
2019-001056ENV,Statutory Exemption,2/7/2019
2019-001389ENV,Public Project Exemption,2/21/2019
2018-013744ENV,Categorical Exemption-Determination of Historic Resource,5/22/2019
2019-001882ENV,Public Project Exemption,3/7/2019
2019-001550ENV,Categorical Exemption-Determination of Historic Resource,6/19/2019
2019-001618ENV,Public Project Exemption,2/19/2019
2019-001852ENV,Public Project Exemption,2/19/2019
2018-016944ENV,Categorical Exemption-Class 32,9/24/2019
2018-009159ENV,Categorical Exemption-Stamp,6/14/2019
2019-002129ENV,Public Project Exemption,2/21/2019
2019-002025ENV,Categorical Exemption-Determination of Historic Resource,9/9/2019
2019-002036ENV,Categorical Exemption-Stamp,6/11/2019
2019-002080ENV,Categorical Exemption-Stamp,3/5/2019
2018-015460ENV,Categorical Exemption-Stamp,10/10/2019
2018-015815ENV,Categorical Exemption-Class 32,11/23/2020
2018-016571ENV,Initial Study-Negative Declaration,6/16/2021
2019-002153ENV,Statutory Exemption,2/22/2019
2019-002274ENV,Categorical Exemption-Determination of Historic Resource,3/19/2021
2018-014193ENV,Categorical Exemption-Stamp,6/28/2019
2019-001767ENV,Categorical Exemption-Determination of Historic Resource,5/23/2019
2019-002313ENV,Statutory Exemption,2/26/2019
2019-002440ENV,Categorical Exemption-Class 32,8/15/2019
2019-002665ENV,Categorical Exemption-Determination of Historic Resource,7/18/2019
2019-002769ENV,Categorical Exemption-Determination of Historic Resource,5/1/2019
2019-002916ENV,Categorical Exemption-Determination of Historic Resource,8/13/2019
2019-003543ENV,Categorical Exemption-Stamp,3/14/2019
2019-003662ENV,Categorical Exemption-Determination of Historic Resource,9/26/2019
2019-003676ENV,Categorical Exemption-Determination of Historic Resource,5/22/2019
2017-013537ENV,Categorical Exemption-Stamp,5/29/2019
2019-004110ENV,Categorical Exemption-Class 32,9/11/2020
2018-004686ENV,Categorical Exemption-Class 32,8/30/2021
2019-004370ENV,Categorical Exemption-Determination of Historic Resource,7/18/2019
2019-004547ENV,Public Project Exemption,4/1/2019
2019-004564ENV,Public Project Exemption,4/3/2019
2019-004649ENV,Public Project Exemption,4/3/2019
2019-004808ENV,Categorical Exemption-Determination of Historic Resource,7/2/2019
2019-005177ENV,Categorical Exemption-Stamp,5/29/2019
2018-016808ENV,Community Plan-Determination,5/14/2021
2019-005223ENV,Categorical Exemption-Determination of Historic Resource,12/5/2019
2019-005226ENV,Categorical Exemption-Determination of Historic Resource,8/31/2020
2019-011852ENV,Categorical Exemption-Stamp,7/25/2019
2019-005459ENV,Public Project Exemption,4/24/2019
2019-005582ENV,Categorical Exemption-Determination of Historic Resource,6/14/2019
2019-005617ENV,Categorical Exemption-Determination of Historic Resource,7/30/2019
2019-005626ENV,Categorical Exemption-Determination of Historic Resource,6/14/2019
2019-005815ENV,Public Project Exemption,4/24/2019
2019-005871ENV,Categorical Exemption-Determination of Historic Resource,6/12/2019
2019-006110ENV,Categorical Exemption-Stamp,6/24/2019
2019-007002ENV,Public Project Exemption,5/24/2019
2019-006578ENV,Community Plan-Determination,1/8/2021
2019-006696ENV,Statutory Exemption,5/17/2019
2019-012169ENV,Public Project Exemption,7/30/2019
2019-007039ENV,Categorical Exemption-Stamp,7/9/2019
2019-007225ENV,Categorical Exemption-Determination of Historic Resource,8/8/2019
2019-007254ENV,Categorical Exemption-Determination of Historic Resource,7/30/2019
2019-011939ENV,Categorical Exemption-Determination of Historic Resource,7/6/2021
2019-012081ENV,Public Project Exemption,6/13/2019
2019-012087ENV,Public Project Exemption,8/21/2019
2019-012187ENV,Categorical Exemption-Determination of Historic Resource,8/28/2019
2019-012296ENV,Statutory Exemption,6/10/2019
2019-012354ENV,Categorical Exemption-Determination of Historic Resource,10/29/2020
2019-012480ENV,Public Project Exemption,6/25/2019
2019-012604ENV,Community Plan-Determination,9/24/2020
2015-014664ENV,Categorical Exemption-Stamp,8/30/2020
2019-012915ENV,Community Plan-Determination,5/25/2021
1996.281E_14,Public Project Exemption,6/28/2019
2019-013224ENV,Categorical Exemption-Stamp,11/15/2019
2019-013235ENV,Public Project Exemption,8/7/2019
2019-000455ENV,Categorical Exemption-Determination of Historic Resource,11/15/2019
2019-013330ENV,Public Project Exemption,10/24/2019
2019-013544ENV,Public Project Exemption,7/8/2019
2019-004322ENV,Categorical Exemption-Certificate,1/2/2020
2019-007111ENV,Categorical Exemption-Class 32,10/13/2020
2019-013951ENV,Community Plan-Determination,3/3/2021
2019-002743ENV,EIR Addendum,5/15/2020
2019-014136ENV,Categorical Exemption-Determination of Historic Resource,10/21/2019
2019-006762ENV,Categorical Exemption-Certificate,4/21/2020
2019-014461ENV,Categorical Exemption-Class 32,9/13/2021
2019-014519ENV,Public Project Exemption,7/26/2019
2008.1084ENV-11,EIR Addendum,2/12/2020
2019-014585ENV,Categorical Exemption-Determination of Historic Resource,11/20/2019
2019-014778ENV,Statutory Exemption,8/12/2019
2019-014784ENV,Public Project Exemption,7/12/2021
2019-015100ENV,Statutory Exemption,8/12/2019
2019-015182ENV,Public Project Exemption,2/13/2020
2019-014954ENV,Categorical Exemption-Determination of Historic Resource,3/3/2021
2019-015439ENV,Categorical Exemption-Determination of Historic Resource,11/5/2021
2019-011949ENV,Categorical Exemption-Certificate,10/18/2019
2019-015441ENV,Categorical Exemption-Determination of Historic Resource,1/3/2020
2019-015470ENV,Public Project Exemption,11/18/2019
2019-017681ENV,Categorical Exemption-Stamp,8/26/2020
2019-014738ENV,Categorical Exemption-Stamp,11/4/2019
2018-008802ENV,Categorical Exemption-Certificate,8/12/2021
2019-015810ENV,Public Project Exemption,1/3/2020
2019-015895ENV,Public Project Exemption,9/24/2019
2019-015999ENV,Categorical Exemption-Determination of Historic Resource,8/6/2020
2019-016498ENV,Public Project Exemption,1/3/2020
2019-016571ENV,Public Project Exemption,11/17/2020
2019-016701ENV,Public Project Exemption,11/12/2019
2019-016791ENV,Categorical Exemption-Determination of Historic Resource,11/20/2019
2019-016893ENV,Categorical Exemption-Stamp,10/7/2019
2017-014314ENV-02,Categorical Exemption-Determination of Historic Resource,2/12/2020
2019-017673ENV,Categorical Exemption-Determination of Historic Resource,4/10/2020
2019-017910ENV,Public Project Exemption,10/10/2019
2018-015786ENV,Categorical Exemption-Class 32,11/18/2021
2019-019468ENV,Public Project Exemption,9/15/2021
2019-019614ENV,Categorical Exemption-Stamp,12/9/2019
2019-019674ENV,Public Project Exemption,1/3/2020
2019-019660ENV,Categorical Exemption-Determination of Historic Resource,8/30/2020
2019-019822ENV,Categorical Exemption-Determination of Historic Resource,2/23/2021
2017-011827ENV,Categorical Exemption-Determination of Historic Resource,1/11/2021
