REC_NUM,EXPIRATION_DATE,EXPIRATION_STATUS,B1_PER_CATEGORY,APPLICATION_NAME,OPENED_DATE,RECORD_STATUS
2016-005368STR,10/18/2022,Active,STR,23 CARD ALLEY UNIT A,4/25/2016,Closed - Approved
2018-014421STR,10/21/2022,Active,STR,187 Russ Street,10/22/2018,Closed - Approved
2019-020248STR,10/21/2022,Active,STR,201 Buchanan St.,7/18/2019,Closed - Approved
2017-016066STR,10/22/2022,Active,STR,160 Paraiso Place STR,12/17/2017,Closed - Approved
2018-006691STR,10/23/2022,Active,STR,458 Gellert Drive,5/4/2018,Closed - Approved
2018-004829STR,10/24/2022,Active,STR,1137 Munich Street,1/11/2018,Closed - Approved
2018-014314STR,10/24/2022,Active,STR,433 Teresita Boulevard,10/19/2018,Closed - Approved
2016-012531STR,10/24/2022,Active,STR,STR at 38 Hollywood Court,9/28/2016,Closed - Approved
2018-002557STR,10/24/2022,Active,STR,1636 16th Avenue,2/19/2018,Closed - Approved
2018-014813STR,10/29/2022,Active,STR,401 Prentiss Street,10/30/2018,Closed - Approved
2018-000125STR,11/4/2022,Active,STR,52 Grenard Terrace,12/8/2017,Closed - Approved
2019-017721STR,11/5/2022,Active,STR,1326 44th Avenue,10/3/2019,Closed - Approved
2019-023008STR,11/17/2022,Active,STR,560 Lyon Street,12/16/2019,Closed - Approved
2019-023259STR,11/17/2022,Active,STR,1656 Palou Avenue,11/12/2019,Closed - Approved
2018-004910STR,11/18/2022,Active,STR,4142 24th Street,2/24/2018,Closed - Approved
2019-020333STR,11/23/2022,Active,STR,247 Schwerin Street,5/1/2019,Closed - Approved
2019-021955STR,11/24/2022,Active,STR,855 Brannan Street Unit 676,11/22/2019,Closed - Approved
2019-020398STR,11/24/2022,Active,STR,960 Burnett,9/12/2019,Closed - Approved
2016-012666STR,12/4/2022,Active,STR,732 Guerrero Street,9/30/2016,Closed - Approved
2019-018144STR,12/9/2022,Active,STR,168 EUREKA STREET,9/10/2018,Closed - Approved
2020-011394STR,12/16/2022,Active,STR,115 Valley Street,11/6/2020,Closed - Approved
2019-002970STR,12/23/2022,Active,STR,2151 Grove Street,3/11/2019,Closed - Approved
2019-017305STR,12/28/2022,Active,STR,750 27th Street,9/24/2019,Closed - Approved
2019-017509STR,12/29/2022,Active,STR,570 36TH AVE,9/30/2019,Closed - Approved
2020-003273STR,12/29/2022,Active,STR,1 Dolores Terrace,3/9/2020,Closed - Approved
2019-017550STR,12/29/2022,Active,STR,27 Oakwood Street,10/1/2019,Closed - Approved
2020-001329STR,12/30/2022,Active,STR,290 Lobos Street,1/30/2020,Closed - Approved
2019-022487STR,1/4/2023,Active,STR,3523 19th Street,12/4/2019,Closed - Approved
2019-014710STR,1/4/2023,Active,STR,1504 25th Street,7/30/2019,Closed - Approved
2018-005144STR,1/5/2023,Active,STR,1432 Grove Street,1/16/2018,Closed - Approved
2018-000118STR,1/6/2023,Active,STR,2116 18th Street,11/9/2017,Closed - Approved
2018-000084STR,1/6/2023,Active,STR,616 Baker St,11/28/2017,Closed - Approved
2018-000177STR,1/8/2023,Active,STR,3051 25th Street,10/18/2017,Closed - Approved
2018-000072STR,1/8/2023,Active,STR,1918 15th St apt 2,12/7/2017,Closed - Approved
2018-000330STR,1/8/2023,Active,STR,3129 Divisadero Street,12/22/2017,Closed - Approved
