PARENT RECORD ID,Governing,Publication_Date,Review_Type
2020-002415PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002424PRL,Exemption,2/19/2020,Categorical Exemption-Stamp
2020-002426PRJ,Exemption,9/28/2020,Project Light (PRL)
2020-002427PRJ,Exemption,,Project Light (PRL)
2020-002429PRJ,Exemption,3/19/2020,Project Profile (PRJ)
2020-002432PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002434PRJ,Exemption,,Project Light (PRL)
2020-002440PRJ,Exemption,7/9/2020,Project Light (PRL)
2020-002441PRJ,Exemption,10/5/2021,Project Light (PRL)
2020-002443PRL,Exemption,2/20/2020,Negative Declaration Addendum
2020-002444PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002445PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002448PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002449PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002452PRJ,Exemption,2/20/2020,Project Light (PRL)
2020-002453PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002455PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002456PRL,Exemption,2/20/2020,Project Profile (PRJ)
2020-002457PRL,Exemption,2/20/2020,Project Profile (PRJ)
2020-002458PRL,Exemption,2/20/2020,Project Profile (PRJ)
2020-002459PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002460PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002464PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002465PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002466PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002467PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002468PRL,Exemption,2/20/2020,Project Profile (PRJ)
2020-002470PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002471PRJ,Exemption,5/15/2020,Community Plan-Determination
2020-002472PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002473PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002474PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002475PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002480PRJ,Exemption,3/5/2020,Project Light (PRL)
2020-002484PRJ,Exemption,,Project Light (PRL)
2020-002490PRJ,Exemption,3/16/2020,Project Light (PRL)
2020-002491PRL,Exemption,2/20/2020,Project Light (PRL)
2020-002503PRL,Exemption,2/21/2020,Project Profile (PRJ)
2020-002504PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002506PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002508PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002509PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002510PRJ,Exemption,4/2/2020,Project Profile (PRJ)
2020-002514PRL,Exemption,2/21/2020,Categorical Exemption-Stamp
2020-002515PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002517PRJ,Exemption,3/25/2020,Project Light (PRL)
2020-002519PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002525PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002526PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002529PRL,Exemption,2/21/2020,Project Profile (PRJ)
2020-002531PRL,Exemption,2/21/2020,Public Project Exemption
2020-002533PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002537PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002538PRJ,Exemption,,Project Light (PRL)
2020-002540PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002542PRJ,Exemption,6/15/2021,Project Light (PRL)
2020-002545PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002546PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002547PRL,Exemption,2/27/2020,Project Profile (PRJ)
2020-002560PRL,Exemption,2/21/2020,Public Project Exemption
2020-002569PRL,Exemption,2/21/2020,Project Light (PRL)
2020-002580PRJ,Exemption,10/22/2020,Categorical Exemption-Determination of Historic Resource
2020-002583PRJ,Exemption,3/25/2020,Statutory Exemption
2020-002584PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002585PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002586PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002587PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002589PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002591PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002592PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002593PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002594PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002595PRJ,Exemption,10/29/2020,Project Light (PRL)
2020-002596PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002602PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002604PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002607PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002613PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002615PRJ,Exemption,6/30/2020,Project Light (PRL)
2020-002619PRL,Exemption,2/24/2020,Project Profile (PRJ)
2020-002622PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002624PRL,Exemption,2/24/2020,Project Profile (PRJ)
2020-002625PRL,Exemption,2/24/2020,Project Profile (PRJ)
2020-002626PRL,Exemption,2/24/2020,Project Profile (PRJ)
2020-002627PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002629PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002630PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002632PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002634PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002636PRJ,Exemption,5/28/2020,Project Light (PRL)
2020-002659PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002671PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002673PRL,Exemption,2/25/2020,Project Profile (PRJ)
2020-002676PRL,Exemption,2/25/2020,Categorical Exemption-Stamp
2020-002677PRL,Exemption,7/21/2020,Project Profile (PRJ)
2020-002678PRJ,Exemption,6/1/2021,Project Light (PRL)
2020-002679PRL,Exemption,3/9/2020,Project Light (PRL)
2020-002680PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002681PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002682PRL,Exemption,2/25/2020,Categorical Exemption-Stamp
2020-002684PRJ,Exemption,8/18/2020,Project Light (PRL)
2020-002687PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002690PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002691PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002692PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002693PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002694PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002696PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002697PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002698PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002699PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002700PRL,Exemption,2/25/2020,Project Light (PRL)
2020-002710PRL,Exemption,3/9/2020,Project Light (PRL)
2020-002727PRL,Exemption,2/26/2020,Project Light (PRL)
2020-002728PRL,Exemption,2/26/2020,Project Profile (PRJ)
2020-002729PRL,Exemption,2/26/2020,Categorical Exemption-Determination of Historic Resource
2020-002731PRL,Exemption,2/26/2020,Categorical Exemption-Stamp
2020-002732PRL,Exemption,2/26/2020,Community Plan-Determination
2020-002735PRL,Exemption,2/26/2020,Project Light (PRL)
2020-002736PRL,Exemption,2/26/2020,Project Light (PRL)
2020-002737PRL,Exemption,2/26/2020,Project Light (PRL)
2020-002738PRL,Exemption,3/9/2020,Categorical Exemption-Determination of Historic Resource
2020-002743PRJ,Exemption,7/10/2020,Categorical Exemption-Stamp
2020-002750PRL,Exemption,2/28/2020,Project Profile (PRJ)
2020-002751PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002752PRL,Exemption,2/26/2020,Categorical Exemption-Class 32
2020-002755PRL,Exemption,2/26/2020,Project Light (PRL)
2020-002776PRL,Exemption,2/27/2020,Project Profile (PRJ)
2020-002778PRL,Exemption,2/27/2020,Categorical Exemption-Stamp
2020-002780PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002781PRJ,Exemption,3/2/2020,Project Light (PRL)
2020-002783PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002788PRL,Exemption,2/27/2020,Categorical Exemption-Determination of Historic Resource
2020-002789PRJ,Exemption,7/2/2021,Project Profile (PRJ)
2020-002790PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002793PRJ,Exemption,7/23/2020,Project Light (PRL)
2020-002794PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002797PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002800PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002801PRL,Exemption,3/12/2020,Project Light (PRL)
2020-002802PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002806PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002807PRL,Exemption,3/9/2020,Project Light (PRL)
2020-002808PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002810PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002812PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002816PRL,Exemption,3/12/2020,Project Light (PRL)
2020-002819PRL,Exemption,3/5/2020,Project Profile (PRJ)
2020-002820PRL,Exemption,3/6/2020,Project Profile (PRJ)
2020-002821PRL,Exemption,2/27/2020,Community Plan-Determination
2020-002822PRL,Exemption,3/12/2020,Project Light (PRL)
2020-002823PRJ,Exemption,,Project Light (PRL)
2020-002825PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002828PRL,Exemption,3/9/2020,Project Light (PRL)
2020-002838PRL,Exemption,2/27/2020,Project Light (PRL)
2020-002846PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002848PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002853PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002854PRL,Exemption,3/9/2020,Categorical Exemption-Stamp
2020-002855PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002859PRL,Exemption,3/9/2020,Project Light (PRL)
2020-002866PRL,Exemption,3/9/2020,Project Profile (PRJ)
2020-002869PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002872PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002876PRJ,Exemption,4/10/2020,Project Light (PRL)
2020-002877PRL,Exemption,2/28/2020,Project Profile (PRJ)
2020-002878PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002880PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002881PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002885PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002886PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002887PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002888PRL,Exemption,2/28/2020,Categorical Exemption-Stamp
2020-002890PRL,Exemption,3/9/2020,Project Profile (PRJ)
2020-002891PRJ,Exemption,,Project Light (PRL)
2020-002892PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002895PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002896PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002898PRL,Exemption,2/28/2020,Project Light (PRL)
2020-002899PRJ,Exemption,8/25/2020,Project Light (PRL)
2020-002903PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002904PRJ,Exemption,3/3/2020,Project Light (PRL)
2020-002908PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002909PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002910PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002920PRL,Exemption,3/5/2020,Project Light (PRL)
2020-002925PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002927PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002928PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002932PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002933PRL,Exemption,3/2/2020,Project Profile (PRJ)
2020-002935PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002938PRJ,Exemption,10/19/2020,Project Light (PRL)
2020-002940PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002944PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002945PRL,Exemption,3/2/2020,Project Profile (PRJ)
2020-002955PRL,Exemption,3/2/2020,Categorical Exemption-Determination of Historic Resource
2020-002959PRL,Exemption,3/5/2020,Project Profile (PRJ)
2020-002962PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002963PRL,Exemption,3/2/2020,Project Light (PRL)
2020-002966PRL,Exemption,3/3/2020,Project Light (PRL)
2020-002967PRL,Exemption,3/3/2020,Project Light (PRL)
2020-002968PRL,Exemption,3/3/2020,Project Profile (PRJ)
2020-002971PRL,Exemption,3/3/2020,Project Light (PRL)
2020-002976PRL,Exemption,3/3/2020,Project Light (PRL)
2020-002981PRL,Exemption,3/3/2020,Project Light (PRL)
2020-002982PRL,Exemption,3/3/2020,Project Profile (PRJ)
2020-002983PRL,Exemption,3/3/2020,Project Light (PRL)
2020-002984PRJ,Exemption,3/4/2020,Project Profile (PRJ)
2020-002987PRJ,Exemption,3/25/2020,Project Profile (PRJ)
2020-002990PRL,Exemption,3/4/2020,Categorical Exemption-Determination of Historic Resource
2020-002995PRJ,Exemption,3/4/2020,Project Light (PRL)
2020-002996PRL,Exemption,3/3/2020,Project Profile (PRJ)
2020-002997PRL,Exemption,3/3/2020,Project Light (PRL)
2020-002998PRL,Exemption,3/3/2020,Project Light (PRL)
2020-002999PRL,Exemption,3/3/2020,Project Profile (PRJ)
2020-003000PRL,Exemption,3/3/2020,Categorical Exemption-Stamp
2020-003002PRL,Exemption,3/3/2020,Project Light (PRL)
2020-003003PRJ,Exemption,10/27/2020,Project Light (PRL)
2020-003004PRL,Exemption,3/3/2020,Project Profile (PRJ)
2020-003010PRL,Exemption,3/3/2020,Project Light (PRL)
2020-003015PRL,Exemption,3/3/2020,Project Light (PRL)
2020-003022PRL,Exemption,3/4/2020,Project Light (PRL)
2020-003024PRJ,Exemption,2/8/2021,Project Light (PRL)
2020-003030PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003031PRL,Exemption,3/3/2020,Project Light (PRL)
2020-003033PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003034PRL,Exemption,3/3/2020,Project Light (PRL)
2020-003042PRJ,Exemption,,Project Light (PRL)
2020-003043PRL,Exemption,3/4/2020,Project Light (PRL)
2020-003045PRJ,Exemption,9/24/2020,Project Light (PRL)
2020-003049PRL,Exemption,3/4/2020,Project Profile (PRJ)
2020-003055PRL,Exemption,3/4/2020,Project Light (PRL)
2020-003056PRL,Exemption,3/4/2020,Project Profile (PRJ)
2020-003059PRL,Exemption,3/4/2020,Project Light (PRL)
2020-003064PRL,Exemption,3/4/2020,Project Light (PRL)
2020-003067PRL,Exemption,3/4/2020,Project Light (PRL)
2020-003071PRL,Exemption,3/4/2020,Categorical Exemption-Stamp
2020-003079PRL,Exemption,3/4/2020,Project Profile (PRJ)
2020-003082PRL,Exemption,3/4/2020,Project Light (PRL)
2020-003084PRL,Exemption,3/4/2020,Project Light (PRL)
2020-003089PRL,Exemption,3/4/2020,Categorical Exemption-Stamp
2020-003090PRJ,Exemption,5/13/2020,Project Profile (PRJ)
2020-003094PRL,Exemption,3/4/2020,Categorical Exemption-Determination of Historic Resource
2020-003106PRL,Exemption,3/5/2020,Project Profile (PRJ)
2020-003107PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003108PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003139PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003148PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003149PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003153PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003160PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003162PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003165PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003166PRJ,Exemption,7/15/2020,Project Light (PRL)
2020-003169PRL,Exemption,3/5/2020,Project Profile (PRJ)
2020-003171PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003175PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003179PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003180PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003181PRJ,Exemption,7/17/2020,Project Profile (PRJ)
2020-003184PRL,Exemption,3/5/2020,Project Profile (PRJ)
2020-003185PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003186PRJ,Exemption,12/4/2020,Project Light (PRL)
2020-003188PRJ,Exemption,3/5/2020,Project Light (PRL)
2020-003191PRL,Exemption,3/5/2020,Project Profile (PRJ)
2020-003204PRL,Exemption,3/5/2020,Categorical Exemption-Determination of Historic Resource
2020-003205PRL,Exemption,3/5/2020,Project Light (PRL)
2020-003207PRJ,Exemption,10/26/2020,Categorical Exemption-Class 32
2020-003208PRJ,Exemption,11/15/2021,Project Profile (PRJ)
2020-003210PRL,Exemption,3/6/2020,Project Light (PRL)
2020-003211PRL,Exemption,3/6/2020,Project Light (PRL)
2020-003212PRL,Exemption,3/6/2020,Project Profile (PRJ)
2020-003214PRL,Exemption,3/6/2020,Project Light (PRL)
2020-003217PRL,Exemption,3/6/2020,Project Light (PRL)
2020-003218PRL,Exemption,3/6/2020,Categorical Exemption-Determination of Historic Resource
2020-003219PRL,Exemption,3/6/2020,Project Light (PRL)
2020-003223PRJ,Exemption,1/28/2021,Categorical Exemption-Class 32
2020-003225PRL,Exemption,3/6/2020,Initial Study-Environmental Impact Report
2020-003226PRJ,Exemption,7/13/2020,Project Light (PRL)
2020-003231PRL,Exemption,3/6/2020,Project Light (PRL)
2020-003232PRL,Exemption,3/6/2020,Project Light (PRL)
2020-003234PRL,Exemption,3/6/2020,Project Light (PRL)
2020-003241PRL,Exemption,3/6/2020,Project Light (PRL)
2020-003243PRL,Exemption,5/12/2020,Project Light (PRL)
2020-003245PRL,Exemption,3/6/2020,Project Light (PRL)
2020-003247PRL,Exemption,3/6/2020,Project Light (PRL)
2020-003249PRL,Exemption,3/6/2020,Project Light (PRL)
2020-003259PRL,Exemption,3/9/2020,Project Light (PRL)
2020-003260PRL,Exemption,3/9/2020,Project Light (PRL)
2020-003261PRL,Exemption,3/9/2020,Categorical Exemption-Determination of Historic Resource
2020-003262PRL,Exemption,3/9/2020,Project Profile (PRJ)
2020-003263PRL,Exemption,3/9/2020,Project Light (PRL)
2020-003264PRL,Exemption,3/9/2020,Project Light (PRL)
2020-003265PRL,Exemption,3/9/2020,Project Profile (PRJ)
2020-003266PRL,Exemption,3/9/2020,Categorical Exemption-Determination of Historic Resource
2020-003269PRL,Exemption,3/9/2020,Project Light (PRL)
2020-003270PRJ,Exemption,6/19/2020,Project Light (PRL)
2020-003271PRL,Exemption,3/9/2020,Project Light (PRL)
2020-003274PRL,Exemption,3/9/2020,Project Light (PRL)
2020-003277PRJ,Exemption,,Categorical Exemption-Stamp
2020-003280PRL,Exemption,3/9/2020,Project Light (PRL)
2020-003281PRL,Exemption,3/9/2020,Project Light (PRL)
2020-003282PRL,Exemption,3/9/2020,Project Light (PRL)
2020-003286PRL,Exemption,3/9/2020,Project Light (PRL)
2020-003287PRL,Exemption,3/9/2020,Project Profile (PRJ)
2020-003288PRL,Exemption,3/9/2020,Statutory Exemption
2020-003290PRL,Exemption,3/9/2020,Project Light (PRL)
2020-003298PRL,Exemption,3/9/2020,Project Profile (PRJ)
2020-003299PRL,Exemption,3/9/2020,Categorical Exemption-Determination of Historic Resource Impact
2020-003301PRJ,Exemption,9/29/2020,Project Light (PRL)
2020-003305PRJ,Exemption,9/17/2020,Project Light (PRL)
2020-003306PRL,Exemption,3/9/2020,Project Profile (PRJ)
2020-003308PRJ,Exemption,2/1/2021,Project Light (PRL)
2020-003310PRJ,Exemption,7/16/2020,Categorical Exemption-Stamp
2020-003313PRJ,Exemption,2/22/2021,Project Profile (PRJ)
2020-003325PRJ,Exemption,5/7/2021,Project Light (PRL)
2020-003326PRJ,Exemption,10/6/2020,Project Light (PRL)
2020-003336PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003337PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003338PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003339PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003340PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003341PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003343PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003345PRL,Exemption,3/12/2020,Project Light (PRL)
2020-003357PRJ,Exemption,1/19/2021,Project Light (PRL)
2020-003358PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003360PRL,Exemption,3/11/2020,Project Light (PRL)
2020-003361PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003370PRJ,Exemption,3/16/2020,Project Light (PRL)
2020-003381PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003386PRL,Exemption,3/11/2020,Project Light (PRL)
2020-003388PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003392PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003394PRL,Exemption,3/10/2020,Project Light (PRL)
2020-003412PRJ,Exemption,3/24/2020,Public Project Exemption
2020-003415PRL,Exemption,3/12/2020,Project Light (PRL)
2020-003417PRL,Exemption,3/11/2020,Project Light (PRL)
2020-003419PRL,Exemption,3/11/2020,Project Profile (PRJ)
2020-003420PRL,Exemption,3/11/2020,Categorical Exemption-Determination of Historic Resource
2020-003423PRL,Exemption,3/11/2020,Project Light (PRL)
